Time  1 - default sample rate [s]	Bladder [bar]	Shell_0_L [µm/m]	Shell_0_Z [µm/m]	Shell_1_L [µm/m]	Shell_1_Z [µm/m]	Shell_2_L [µm/m]	Shell_2_Z [µm/m]	Shell_3_L [µm/m]	Shell_3_Z [µm/m]	Shell_4_Z [µm/m]	Shell_5_L [µm/m]	Shell_5_Z [µm/m]	Coil_1_Th2_up [µm/m]	Coil_1_Th3_up [µm/m]	Rod_1_TC [µm/m]	Rod_2_TC [µm/m]
1810.3	233.26	-567.55	1302.5	-509.34	1408.2	-562.16	-108.53	-367.94	1344.9	1380.0	-309.58	496.18	76.07	-280.31	-12.91	30.62	
1810.4	233.23	-567.51	1302.8	-509.29	1408.4	-562.13	-108.67	-368.05	1345.0	1380.2	-309.58	496.06	76.03	-280.31	-12.91	30.61	
1810.5	233.20	-567.52	1302.9	-509.31	1408.6	-562.13	-108.74	-368.17	1345.1	1380.4	-309.65	495.90	75.97	-280.33	-12.90	30.61	
1810.6	233.17	-567.59	1303.1	-509.42	1408.7	-562.14	-108.76	-368.24	1345.2	1380.6	-309.75	495.70	75.95	-280.32	-12.88	30.58	
1810.7	233.14	-567.64	1303.1	-509.45	1408.8	-562.12	-108.85	-368.28	1345.3	1380.7	-309.84	495.62	75.87	-280.32	-12.88	30.56	
1810.8	233.11	-567.70	1303.2	-509.50	1408.8	-562.13	-108.99	-368.38	1345.4	1380.9	-309.97	495.57	75.76	-280.31	-12.91	30.56	
1810.9	233.09	-567.76	1303.3	-509.50	1408.9	-562.15	-109.03	-368.44	1345.5	1381.1	-310.06	495.51	75.74	-280.28	-12.90	30.56	
1811.0	233.07	-567.82	1303.5	-509.52	1409.1	-562.16	-109.04	-368.43	1345.6	1381.2	-310.03	495.42	75.79	-280.25	-12.88	30.57	
1811.1	233.05	-567.83	1303.6	-509.58	1409.1	-562.15	-109.09	-368.40	1345.8	1381.3	-310.03	495.33	75.85	-280.18	-12.88	30.57	
1811.2	233.02	-567.76	1303.6	-509.64	1409.2	-562.13	-109.16	-368.41	1345.9	1381.5	-310.11	495.22	75.90	-280.06	-12.90	30.57	
1811.3	233.00	-567.76	1303.7	-509.68	1409.3	-562.14	-109.22	-368.49	1346.0	1381.7	-310.12	495.14	75.87	-280.06	-12.92	30.59	
1811.4	232.98	-567.82	1303.8	-509.72	1409.4	-562.18	-109.33	-368.52	1346.0	1381.8	-310.08	495.07	75.82	-280.07	-12.91	30.61	
1811.5	232.96	-567.84	1303.9	-509.72	1409.6	-562.19	-109.36	-368.57	1346.1	1381.9	-310.07	495.01	75.78	-280.06	-12.90	30.61	
1811.6	232.94	-567.84	1304.0	-509.75	1409.7	-562.20	-109.37	-368.64	1346.3	1382.0	-310.06	494.93	75.72	-280.12	-12.92	30.58	
1811.7	232.92	-567.85	1304.0	-509.77	1409.8	-562.21	-109.39	-368.68	1346.4	1382.1	-310.08	494.89	75.68	-280.13	-12.93	30.58	
1811.8	232.90	-567.90	1304.1	-509.81	1409.9	-562.19	-109.44	-368.73	1346.4	1382.3	-310.11	494.84	75.65	-280.11	-12.93	30.59	
1811.9	232.88	-567.94	1304.2	-509.83	1410.0	-562.18	-109.48	-368.75	1346.4	1382.3	-310.12	494.79	75.65	-280.08	-12.91	30.59	
1812.0	232.86	-567.96	1304.2	-509.83	1410.1	-562.16	-109.54	-368.78	1346.5	1382.4	-310.17	494.69	75.69	-280.05	-12.90	30.60	
1812.1	232.84	-567.91	1304.3	-509.78	1410.1	-562.21	-109.64	-368.81	1346.6	1382.6	-310.25	494.63	75.73	-280.01	-12.89	30.61	
1812.2	232.83	-567.86	1304.4	-509.80	1410.1	-562.24	-109.74	-368.84	1346.7	1382.7	-310.29	494.61	75.74	-279.91	-12.88	30.63	
1812.3	232.81	-567.86	1304.4	-509.88	1410.2	-562.26	-109.79	-368.87	1346.8	1382.8	-310.30	494.60	75.74	-279.84	-12.88	30.63	
1812.4	232.80	-567.93	1304.5	-509.96	1410.3	-562.30	-109.85	-368.98	1346.8	1382.9	-310.33	494.53	75.77	-279.81	-12.91	30.61	
1812.5	232.78	-568.00	1304.5	-509.93	1410.4	-562.29	-109.84	-369.02	1346.9	1383.0	-310.45	494.41	75.76	-279.81	-12.92	30.62	
1812.6	232.76	-567.98	1304.6	-509.90	1410.5	-562.27	-109.87	-368.96	1346.9	1383.1	-310.57	494.32	75.72	-279.79	-12.91	30.62	
1812.7	232.75	-567.96	1304.7	-509.92	1410.5	-562.30	-109.93	-368.92	1347.0	1383.2	-310.60	494.27	75.71	-279.79	-12.93	30.61	
1812.8	232.73	-567.97	1304.7	-509.98	1410.5	-562.34	-110.00	-368.94	1347.1	1383.3	-310.56	494.24	75.70	-279.78	-12.94	30.61	
1812.9	232.72	-568.03	1304.7	-510.05	1410.5	-562.35	-110.04	-369.01	1347.2	1383.4	-310.49	494.20	75.72	-279.77	-12.90	30.62	
1813.0	232.71	-568.02	1304.8	-510.06	1410.7	-562.32	-110.08	-369.03	1347.2	1383.5	-310.46	494.11	75.75	-279.74	-12.86	30.61	
1813.1	232.69	-567.96	1304.8	-510.05	1410.8	-562.28	-110.09	-369.01	1347.3	1383.5	-310.47	494.11	75.74	-279.68	-12.85	30.61	
1813.2	232.67	-567.98	1304.9	-510.04	1410.8	-562.30	-110.10	-369.03	1347.3	1383.6	-310.49	494.11	75.70	-279.67	-12.86	30.62	
1813.3	232.66	-568.07	1305.0	-510.10	1410.8	-562.30	-110.14	-369.17	1347.3	1383.7	-310.56	494.02	75.65	-279.74	-12.88	30.62	
1813.4	232.65	-568.11	1305.0	-510.12	1410.9	-562.27	-110.13	-369.26	1347.3	1383.7	-310.55	493.99	75.63	-279.79	-12.89	30.60	
1813.5	232.63	-568.12	1305.0	-510.08	1411.0	-562.26	-110.09	-369.31	1347.4	1383.8	-310.57	493.98	75.60	-279.78	-12.89	30.59	
1813.6	232.62	-568.09	1305.1	-510.08	1411.1	-562.27	-110.12	-369.35	1347.5	1383.9	-310.63	493.94	75.56	-279.73	-12.89	30.57	
1813.7	232.60	-568.02	1305.1	-510.14	1411.1	-562.26	-110.20	-369.31	1347.5	1384.0	-310.63	493.87	75.56	-279.69	-12.90	30.60	
1813.8	232.59	-568.02	1305.2	-510.16	1411.2	-562.22	-110.29	-369.24	1347.6	1384.1	-310.63	493.82	75.57	-279.66	-12.90	30.63	
1813.9	232.58	-568.05	1305.2	-510.14	1411.3	-562.24	-110.32	-369.22	1347.7	1384.2	-310.67	493.79	75.59	-279.65	-12.88	30.62	
1814.0	232.57	-568.07	1305.3	-510.10	1411.3	-562.28	-110.38	-369.25	1347.7	1384.2	-310.72	493.73	75.62	-279.63	-12.87	30.60	
1814.1	232.55	-568.10	1305.3	-510.10	1411.3	-562.28	-110.43	-369.27	1347.8	1384.2	-310.74	493.66	75.59	-279.63	-12.90	30.61	
1814.2	232.54	-568.15	1305.3	-510.07	1411.4	-562.20	-110.45	-369.29	1347.8	1384.3	-310.75	493.64	75.48	-279.67	-12.94	30.61	
1814.3	232.53	-568.19	1305.3	-510.08	1411.4	-562.17	-110.48	-369.36	1347.8	1384.3	-310.77	493.60	75.41	-279.68	-12.94	30.61	
1814.4	232.52	-568.19	1305.3	-510.17	1411.5	-562.21	-110.44	-369.45	1347.8	1384.4	-310.76	493.53	75.37	-279.67	-12.93	30.59	
1814.5	232.51	-568.15	1305.3	-510.24	1411.6	-562.36	-110.46	-369.44	1347.8	1384.6	-310.76	493.52	75.36	-279.60	-12.88	30.58	
1814.6	232.50	-568.12	1305.4	-510.29	1411.6	-562.39	-110.51	-369.38	1347.8	1384.7	-310.79	493.50	75.39	-279.54	-12.86	30.58	
1814.7	232.49	-568.15	1305.5	-510.32	1411.6	-562.38	-110.55	-369.37	1347.8	1384.7	-310.82	493.47	75.40	-279.56	-12.86	30.59	
1814.8	232.48	-568.18	1305.6	-510.29	1411.5	-562.40	-110.61	-369.38	1347.8	1384.7	-310.93	493.44	75.36	-279.68	-12.87	30.61	
1814.9	232.47	-568.13	1305.6	-510.31	1411.6	-562.45	-110.66	-369.42	1347.8	1384.8	-311.01	493.43	75.31	-279.76	-12.87	30.62	
1815.0	232.46	-568.16	1305.6	-510.34	1411.7	-562.42	-110.69	-369.52	1347.8	1384.8	-311.01	493.45	75.25	-279.70	-12.88	30.60	
1815.1	232.45	-568.19	1305.6	-510.34	1411.7	-562.33	-110.67	-369.54	1347.9	1384.8	-311.03	493.43	75.22	-279.65	-12.89	30.58	
1815.2	232.44	-568.19	1305.6	-510.30	1411.7	-562.27	-110.67	-369.52	1348.1	1384.9	-311.05	493.38	75.24	-279.62	-12.90	30.57	
1815.3	232.43	-568.25	1305.7	-510.28	1411.8	-562.32	-110.74	-369.52	1348.1	1384.9	-311.03	493.33	75.27	-279.58	-12.91	30.59	
1815.4	232.41	-568.33	1305.8	-510.31	1411.9	-562.37	-110.83	-369.58	1348.1	1385.0	-310.97	493.27	75.26	-279.54	-12.89	30.60	
1815.5	232.40	-568.33	1305.8	-510.33	1411.9	-562.38	-110.81	-369.63	1348.2	1385.0	-310.94	493.24	75.25	-279.54	-12.88	30.61	
1815.6	232.40	-568.29	1305.8	-510.30	1411.9	-562.35	-110.75	-369.60	1348.3	1385.1	-310.99	493.26	75.26	-279.51	-12.91	30.63	
1815.7	232.39	-568.26	1305.9	-510.27	1411.9	-562.32	-110.74	-369.56	1348.3	1385.2	-311.08	493.28	75.29	-279.41	-12.92	30.63	
1815.8	232.38	-568.25	1305.9	-510.27	1411.9	-562.32	-110.82	-369.60	1348.3	1385.3	-311.07	493.20	75.27	-279.38	-12.90	30.63	
1815.9	232.37	-568.27	1306.0	-510.30	1411.9	-562.33	-110.87	-369.67	1348.3	1385.3	-311.05	493.12	75.21	-279.45	-12.88	30.64	
1816.0	232.36	-568.30	1306.0	-510.38	1412.0	-562.31	-110.87	-369.73	1348.3	1385.4	-311.04	493.10	75.18	-279.52	-12.88	30.62	
1816.1	232.35	-568.30	1306.0	-510.39	1412.1	-562.30	-110.86	-369.77	1348.3	1385.5	-311.03	493.09	75.16	-279.55	-12.88	30.60	
1816.2	232.35	-568.26	1305.9	-510.34	1412.1	-562.40	-110.88	-369.75	1348.3	1385.5	-311.09	493.04	75.13	-279.50	-12.86	30.60	
1816.3	232.34	-568.26	1305.9	-510.34	1412.1	-562.47	-110.91	-369.70	1348.3	1385.5	-311.12	493.03	75.16	-279.44	-12.85	30.60	
1816.4	232.33	-568.24	1306.0	-510.39	1412.1	-562.49	-110.94	-369.73	1348.4	1385.5	-311.12	493.04	75.20	-279.39	-12.89	30.62	
1816.5	232.32	-568.20	1306.0	-510.45	1412.1	-562.50	-110.94	-369.82	1348.4	1385.5	-311.15	493.03	75.19	-279.38	-12.91	30.64	
1816.6	232.31	-568.22	1306.0	-510.43	1412.2	-562.49	-110.93	-369.86	1348.5	1385.6	-311.12	492.99	75.18	-279.39	-12.89	30.64	
1816.7	232.30	-568.27	1306.0	-510.38	1412.2	-562.45	-111.00	-369.84	1348.5	1385.6	-311.12	492.96	75.17	-279.39	-12.89	30.62	
1816.8	232.29	-568.37	1306.0	-510.37	1412.3	-562.46	-111.12	-369.78	1348.4	1385.6	-311.12	492.94	75.13	-279.39	-12.88	30.61	
1816.9	232.29	-568.40	1306.1	-510.41	1412.3	-562.47	-111.17	-369.77	1348.5	1385.6	-311.12	492.92	75.10	-279.35	-12.89	30.61	
1817.0	232.23	-568.41	1306.1	-510.46	1412.3	-562.49	-111.13	-369.77	1348.5	1385.6	-311.21	492.89	75.11	-279.28	-12.92	30.62	
1817.1	232.19	-568.40	1306.2	-510.47	1412.3	-562.47	-111.12	-369.78	1348.5	1385.7	-311.26	492.87	75.12	-279.27	-12.92	30.63	
1817.2	232.17	-568.38	1306.3	-510.49	1412.4	-562.47	-111.19	-369.86	1348.5	1385.8	-311.21	492.79	75.10	-279.31	-12.90	30.61	
1817.3	232.16	-568.35	1306.4	-510.52	1412.5	-562.49	-111.26	-369.90	1348.5	1385.8	-311.19	492.71	75.07	-279.38	-12.86	30.61	
1817.4	232.16	-568.27	1306.3	-510.51	1412.5	-562.45	-111.25	-369.87	1348.5	1385.8	-311.26	492.70	75.05	-279.41	-12.87	30.62	
1817.5	232.15	-568.24	1306.2	-510.51	1412.5	-562.45	-111.28	-369.85	1348.5	1385.9	-311.29	492.67	75.03	-279.38	-12.92	30.63	
1817.6	232.15	-568.25	1306.1	-510.53	1412.5	-562.47	-111.30	-369.84	1348.6	1385.9	-311.30	492.61	74.99	-279.32	-12.94	30.63	
1817.7	232.14	-568.25	1306.2	-510.53	1412.5	-562.40	-111.23	-369.90	1348.6	1386.0	-311.31	492.59	75.00	-279.29	-12.92	30.61	
1817.8	232.13	-568.27	1306.3	-510.50	1412.5	-562.38	-111.21	-369.97	1348.6	1386.0	-311.33	492.58	75.02	-279.27	-12.92	30.60	
1817.9	232.13	-568.29	1306.3	-510.52	1412.6	-562.43	-111.27	-370.00	1348.6	1386.1	-311.34	492.55	74.99	-279.25	-12.92	30.62	
1818.0	232.13	-568.31	1306.4	-510.51	1412.6	-562.42	-111.34	-369.99	1348.6	1386.1	-311.32	492.49	74.98	-279.26	-12.92	30.65	
1818.1	232.37	-568.30	1306.4	-510.47	1412.6	-562.40	-111.36	-369.95	1348.6	1386.1	-311.35	492.48	75.01	-279.24	-12.93	30.65	
1818.2	232.88	-568.30	1306.4	-510.45	1412.6	-562.43	-111.40	-369.94	1348.7	1386.1	-311.34	492.48	75.05	-279.21	-12.92	30.62	
1818.3	233.41	-568.29	1306.3	-510.44	1412.7	-562.44	-111.29	-369.97	1348.7	1386.2	-311.29	492.50	75.06	-279.24	-12.90	30.62	
1818.4	233.99	-568.30	1306.3	-510.48	1412.7	-562.51	-110.80	-370.00	1349.0	1386.6	-311.18	492.69	75.08	-279.39	-12.88	30.60	
1818.5	234.55	-568.39	1306.5	-510.56	1412.7	-562.63	-110.05	-370.02	1349.5	1387.2	-311.01	493.15	75.16	-279.64	-12.87	30.57	
1818.6	235.06	-568.49	1306.6	-510.60	1412.7	-562.76	-109.08	-370.14	1350.1	1387.7	-310.73	493.97	75.32	-279.90	-12.87	30.58	
1818.7	235.49	-568.58	1306.7	-510.64	1412.7	-562.89	-108.26	-370.31	1350.5	1388.1	-310.44	494.81	75.44	-280.09	-12.88	30.60	
1818.8	235.85	-568.73	1306.8	-510.74	1412.8	-563.04	-107.13	-370.65	1351.1	1388.6	-310.02	496.18	75.57	-280.40	-12.90	30.61	
1818.9	236.15	-568.86	1306.9	-510.85	1413.0	-563.19	-105.96	-371.02	1351.6	1389.1	-309.63	497.69	75.72	-280.77	-12.88	30.61	
1819.0	236.39	-568.89	1307.1	-510.89	1413.3	-563.45	-104.77	-371.28	1352.0	1389.6	-309.36	499.14	75.89	-281.20	-12.86	30.62	
1819.1	236.55	-568.88	1307.3	-510.90	1413.6	-563.76	-103.93	-371.37	1352.4	1390.0	-309.33	500.17	76.04	-281.52	-12.87	30.63	
1819.2	236.72	-568.92	1307.6	-511.05	1413.8	-564.30	-102.99	-371.41	1352.8	1390.4	-309.49	501.45	76.21	-281.92	-12.88	30.64	
1819.3	236.90	-569.00	1307.7	-511.26	1414.0	-564.84	-102.24	-371.41	1353.1	1390.7	-309.67	502.56	76.35	-282.26	-12.88	30.63	
1819.4	237.06	-569.05	1307.9	-511.33	1414.3	-565.28	-101.59	-371.41	1353.4	1391.0	-309.85	503.55	76.46	-282.63	-12.88	30.61	
1819.5	237.23	-569.08	1308.1	-511.34	1414.5	-565.56	-101.13	-371.39	1353.7	1391.3	-310.10	504.16	76.45	-283.06	-12.89	30.60	
1819.6	237.39	-569.10	1308.4	-511.40	1414.9	-565.96	-100.53	-371.40	1354.0	1391.7	-310.45	504.96	76.50	-283.36	-12.90	30.61	
1819.7	237.55	-569.10	1308.8	-511.41	1415.1	-566.40	-99.94	-371.48	1354.3	1392.0	-310.68	505.79	76.68	-283.37	-12.90	30.63	
1819.8	237.69	-569.11	1309.1	-511.47	1415.4	-566.87	-99.42	-371.54	1354.7	1392.4	-310.81	506.65	76.85	-283.46	-12.90	30.64	
1819.9	237.81	-569.20	1309.2	-511.57	1415.6	-567.21	-99.06	-371.60	1355.0	1392.7	-310.93	507.24	76.95	-283.63	-12.91	30.62	
1820.0	237.92	-569.36	1309.5	-511.70	1415.9	-567.67	-98.54	-371.72	1355.4	1393.1	-311.13	507.88	77.06	-283.90	-12.92	30.59	
1820.1	238.03	-569.57	1309.7	-511.88	1416.1	-568.16	-98.11	-371.89	1355.8	1393.3	-311.36	508.42	77.12	-284.13	-12.92	30.61	
1820.2	238.03	-569.66	1310.0	-512.03	1416.4	-568.57	-97.74	-372.06	1356.2	1393.6	-311.62	508.96	77.18	-284.34	-12.89	30.61	
1820.3	237.85	-569.69	1310.3	-512.08	1416.7	-568.87	-97.46	-372.18	1356.6	1393.8	-311.83	509.41	77.24	-284.46	-12.87	30.61	
1820.4	237.87	-569.81	1310.5	-512.21	1417.1	-569.23	-97.20	-372.32	1357.1	1394.2	-312.18	509.89	77.30	-284.58	-12.87	30.59	
1820.5	238.03	-569.89	1310.9	-512.35	1417.5	-569.51	-97.13	-372.45	1357.6	1394.4	-312.55	510.07	77.32	-284.61	-12.90	30.59	
1820.6	237.91	-569.96	1311.2	-512.45	1417.8	-569.76	-97.13	-372.61	1358.0	1394.6	-312.87	510.17	77.35	-284.57	-12.91	30.60	
1820.7	237.74	-570.04	1311.5	-512.49	1418.1	-569.92	-97.05	-372.74	1358.5	1394.8	-312.98	510.34	77.40	-284.56	-12.91	30.62	
1820.8	237.58	-570.12	1311.8	-512.52	1418.5	-570.08	-96.98	-372.86	1359.0	1395.2	-313.16	510.47	77.51	-284.49	-12.90	30.62	
1820.9	237.44	-570.16	1312.1	-512.53	1418.8	-570.25	-97.17	-373.00	1359.4	1395.4	-313.41	510.33	77.52	-284.47	-12.88	30.61	
1821.0	237.32	-570.19	1312.5	-512.53	1419.1	-570.44	-97.47	-373.14	1359.7	1395.5	-313.67	510.06	77.44	-284.51	-12.88	30.61	
1821.1	237.22	-570.22	1312.7	-512.54	1419.4	-570.58	-97.66	-373.19	1359.9	1395.6	-313.89	509.89	77.38	-284.52	-12.89	30.60	
1821.2	237.12	-570.29	1313.1	-512.60	1419.6	-570.69	-97.90	-373.25	1360.2	1395.8	-314.13	509.58	77.30	-284.51	-12.90	30.59	
1821.3	237.04	-570.44	1313.4	-512.66	1419.9	-570.77	-98.14	-373.28	1360.6	1396.0	-314.32	509.28	77.23	-284.48	-12.93	30.60	
1821.4	236.97	-570.52	1313.7	-512.75	1420.2	-570.78	-98.33	-373.32	1360.9	1396.2	-314.50	509.06	77.14	-284.46	-12.92	30.61	
1821.5	236.90	-570.49	1313.9	-512.87	1420.4	-570.77	-98.50	-373.35	1361.1	1396.4	-314.62	508.89	77.10	-284.41	-12.91	30.62	
1821.6	236.84	-570.50	1314.1	-513.01	1420.6	-570.79	-98.75	-373.43	1361.4	1396.6	-314.74	508.65	77.08	-284.33	-12.90	30.63	
1821.7	236.78	-570.55	1314.4	-513.02	1420.9	-570.79	-98.89	-373.52	1361.7	1396.9	-314.86	508.41	77.06	-284.33	-12.90	30.64	
1821.8	236.73	-570.58	1314.7	-513.04	1421.2	-570.81	-99.03	-373.53	1361.9	1397.0	-314.98	508.22	77.02	-284.27	-12.89	30.63	
1821.9	236.68	-570.62	1314.9	-513.06	1421.3	-570.79	-99.17	-373.51	1362.1	1397.2	-315.05	508.13	77.04	-284.20	-12.89	30.61	
1822.0	236.63	-570.72	1315.1	-513.08	1421.5	-570.79	-99.34	-373.57	1362.3	1397.4	-315.13	507.98	77.03	-284.16	-12.90	30.60	
1822.1	236.59	-570.81	1315.3	-513.09	1421.7	-570.89	-99.50	-373.69	1362.5	1397.6	-315.22	507.77	76.94	-284.09	-12.90	30.60	
1822.2	236.55	-570.87	1315.6	-513.11	1421.9	-570.95	-99.63	-373.77	1362.7	1397.8	-315.33	507.59	76.91	-284.02	-12.91	30.59	
1822.3	236.51	-570.90	1315.8	-513.15	1422.0	-570.94	-99.71	-373.81	1362.8	1397.9	-315.38	507.49	76.91	-284.00	-12.92	30.60	
1822.4	236.47	-570.95	1316.1	-513.21	1422.2	-570.91	-99.83	-373.85	1363.0	1398.1	-315.47	507.31	76.86	-284.02	-12.92	30.64	
1822.5	236.44	-571.00	1316.3	-513.17	1422.5	-570.85	-99.98	-373.83	1363.2	1398.4	-315.56	507.13	76.77	-284.06	-12.93	30.65	
1822.6	236.40	-571.03	1316.4	-513.10	1422.6	-570.87	-100.12	-373.83	1363.3	1398.6	-315.56	507.02	76.78	-284.03	-12.93	30.61	
1822.7	236.37	-571.07	1316.5	-513.12	1422.7	-570.95	-100.20	-373.89	1363.4	1398.7	-315.54	506.98	76.78	-284.01	-12.93	30.59	
1822.8	236.34	-571.11	1316.7	-513.26	1422.9	-571.02	-100.30	-374.00	1363.6	1398.9	-315.62	506.89	76.76	-284.04	-12.92	30.59	
1822.9	236.31	-571.12	1316.9	-513.36	1423.0	-571.00	-100.40	-374.09	1363.7	1399.0	-315.66	506.76	76.81	-284.01	-12.92	30.61	
1823.0	236.28	-571.13	1317.0	-513.43	1423.2	-570.98	-100.51	-374.18	1363.8	1399.2	-315.69	506.70	76.86	-283.94	-12.90	30.63	
1823.1	236.25	-571.15	1317.2	-513.48	1423.3	-570.98	-100.61	-374.29	1363.9	1399.3	-315.75	506.63	76.81	-283.93	-12.86	30.61	
1823.2	236.23	-571.15	1317.4	-513.50	1423.4	-570.97	-100.69	-374.32	1364.1	1399.4	-315.78	506.49	76.71	-283.88	-12.85	30.59	
1823.3	236.20	-571.12	1317.5	-513.50	1423.6	-570.91	-100.69	-374.22	1364.2	1399.6	-315.81	506.34	76.68	-283.84	-12.85	30.58	
1823.4	236.18	-571.12	1317.6	-513.50	1423.8	-570.95	-100.76	-374.26	1364.3	1399.8	-315.92	506.21	76.66	-283.87	-12.86	30.59	
1823.5	236.15	-571.14	1317.7	-513.49	1423.9	-570.99	-100.84	-374.28	1364.3	1399.9	-315.98	506.15	76.67	-283.90	-12.85	30.61	
1823.6	236.13	-571.22	1317.8	-513.48	1423.9	-570.98	-100.90	-374.31	1364.3	1400.0	-316.04	506.07	76.70	-283.85	-12.85	30.64	
1823.7	236.11	-571.32	1317.9	-513.55	1424.0	-570.95	-101.01	-374.40	1364.4	1400.1	-316.08	505.98	76.75	-283.73	-12.86	30.64	
1823.8	236.08	-571.37	1318.0	-513.58	1424.1	-571.01	-101.08	-374.50	1364.5	1400.2	-316.06	505.93	76.73	-283.69	-12.87	30.64	
1823.9	236.06	-571.37	1318.1	-513.55	1424.2	-571.09	-101.08	-374.51	1364.6	1400.4	-316.03	505.87	76.67	-283.71	-12.87	30.64	
1824.0	236.04	-571.40	1318.2	-513.57	1424.3	-571.11	-101.08	-374.50	1364.8	1400.6	-316.06	505.74	76.57	-283.73	-12.89	30.62	
1824.1	236.02	-571.46	1318.3	-513.65	1424.4	-571.07	-101.14	-374.52	1364.8	1400.7	-316.15	505.56	76.53	-283.73	-12.91	30.59	
1824.2	236.00	-571.47	1318.4	-513.68	1424.5	-571.04	-101.17	-374.55	1364.9	1400.7	-316.18	505.52	76.50	-283.69	-12.90	30.59	
1824.3	235.98	-571.44	1318.5	-513.70	1424.5	-571.04	-101.18	-374.58	1365.0	1400.7	-316.21	505.52	76.49	-283.67	-12.91	30.58	
1824.4	235.97	-571.44	1318.6	-513.77	1424.6	-571.07	-101.27	-374.66	1365.1	1400.7	-316.25	505.48	76.47	-283.67	-12.91	30.57	
1824.5	235.95	-571.47	1318.7	-513.78	1424.8	-571.02	-101.35	-374.72	1365.1	1400.8	-316.23	505.46	76.50	-283.64	-12.91	30.59	
1824.6	235.93	-571.51	1318.7	-513.79	1424.8	-571.01	-101.38	-374.73	1365.2	1401.0	-316.22	505.36	76.54	-283.63	-12.92	30.59	
1824.7	235.91	-571.55	1318.7	-513.82	1424.8	-571.04	-101.44	-374.77	1365.3	1401.1	-316.26	505.27	76.50	-283.62	-12.93	30.60	
1824.8	235.90	-571.53	1318.8	-513.84	1424.9	-571.08	-101.48	-374.87	1365.4	1401.2	-316.39	505.20	76.44	-283.62	-12.94	30.61	
1824.9	235.88	-571.52	1318.8	-513.79	1425.0	-571.05	-101.49	-374.97	1365.5	1401.4	-316.46	505.19	76.45	-283.61	-12.91	30.62	
1825.0	235.85	-571.57	1318.9	-513.75	1425.1	-570.98	-101.53	-374.95	1365.5	1401.6	-316.41	505.19	76.45	-283.60	-12.88	30.62	
1825.1	235.84	-571.59	1319.1	-513.85	1425.2	-570.92	-101.57	-374.89	1365.5	1401.7	-316.42	505.16	76.42	-283.60	-12.88	30.59	
1825.2	235.82	-571.58	1319.2	-513.97	1425.2	-570.93	-101.65	-374.89	1365.6	1401.8	-316.46	505.12	76.37	-283.57	-12.87	30.59	
1825.3	235.81	-571.59	1319.2	-514.02	1425.3	-571.01	-101.69	-374.93	1365.7	1401.8	-316.49	505.03	76.38	-283.59	-12.88	30.61	
1825.4	235.79	-571.67	1319.3	-514.05	1425.4	-571.11	-101.71	-374.98	1365.7	1401.8	-316.54	504.96	76.39	-283.59	-12.90	30.62	
1825.5	235.78	-571.70	1319.3	-514.04	1425.5	-571.14	-101.68	-374.96	1365.7	1401.9	-316.60	504.93	76.39	-283.56	-12.90	30.63	
1825.6	235.77	-571.66	1319.4	-514.00	1425.5	-571.11	-101.68	-374.93	1365.9	1401.9	-316.64	504.88	76.38	-283.51	-12.90	30.63	
1825.7	235.75	-571.66	1319.4	-513.99	1425.6	-571.02	-101.74	-375.00	1365.9	1402.0	-316.63	504.78	76.37	-283.46	-12.90	30.62	
1825.8	235.74	-571.70	1319.5	-514.00	1425.7	-570.97	-101.84	-375.03	1365.9	1402.1	-316.66	504.71	76.41	-283.43	-12.91	30.63	
1825.9	235.73	-571.70	1319.5	-513.96	1425.8	-570.97	-101.87	-375.02	1365.9	1402.2	-316.68	504.69	76.42	-283.41	-12.91	30.65	
1826.0	235.72	-571.69	1319.6	-513.94	1425.8	-571.05	-101.86	-375.11	1366.0	1402.3	-316.72	504.73	76.38	-283.36	-12.89	30.64	
1826.1	235.71	-571.72	1319.6	-514.02	1425.9	-571.11	-101.86	-375.22	1366.1	1402.4	-316.70	504.71	76.38	-283.36	-12.89	30.62	
1826.2	235.70	-571.73	1319.6	-514.08	1425.9	-571.17	-101.90	-375.27	1366.2	1402.5	-316.65	504.69	76.36	-283.39	-12.89	30.61	
1826.3	235.69	-571.69	1319.6	-514.07	1426.0	-571.18	-101.94	-375.25	1366.2	1402.5	-316.64	504.63	76.33	-283.40	-12.90	30.62	
1826.4	235.67	-571.64	1319.7	-514.10	1426.0	-571.16	-102.01	-375.17	1366.2	1402.5	-316.64	504.52	76.31	-283.42	-12.90	30.64	
1826.5	235.66	-571.67	1319.8	-514.15	1426.0	-571.17	-102.12	-375.13	1366.3	1402.6	-316.68	504.51	76.31	-283.40	-12.90	30.62	
1826.6	235.65	-571.74	1319.9	-514.11	1426.1	-571.18	-102.16	-375.15	1366.4	1402.6	-316.72	504.52	76.29	-283.41	-12.90	30.62	
1826.7	235.64	-571.77	1320.0	-514.07	1426.2	-571.19	-102.15	-375.20	1366.4	1402.7	-316.74	504.45	76.27	-283.42	-12.90	30.64	
1826.8	235.63	-571.85	1320.0	-514.14	1426.2	-571.25	-102.21	-375.30	1366.3	1402.8	-316.77	504.38	76.21	-283.42	-12.91	30.64	
1826.9	235.62	-571.91	1320.0	-514.20	1426.3	-571.24	-102.34	-375.36	1366.4	1402.8	-316.82	504.33	76.15	-283.46	-12.89	30.62	
